地区ID,地区名,戦闘形式,人形ID,種類,人形,レベル,改造,リンク数,最大HP,会心率,会心ダメージ,破甲,火力,命中,回避,射速,防御,弾薬数,好感度,誓約,スキル1,スキル2,装備1,装備2,装備3,作戦能力,ダメージ予測 (1-Fairy),ダメージ予測 (2-Fairy),ダメージ予測 (3-Fairy),ダメージ予測 (4-Fairy),順位
714,初級4,昼戦,13,HG,92式,100,0,5,315,50%,150%,8,50,71,108,61,0,0,150,1,10,0,レッドサイト (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3444,568,681,795,909,37
714,初級4,昼戦,62,AR,Gr G41,100,0,5,635,68%,150%,15,100,63,64,77,0,0,150,1,10,0,オプティカル (5-Star),高速弾 (5-Star),専用装備 (5-Star),6486,567,681,794,908,38
714,初級4,昼戦,138,AR,6P62,100,0,5,605,20%,100%,195,91,71,37,78,0,0,150,1,10,0,ドットサイト (5-Star),徹甲弾 (5-Star),チップ (5-Star),6481,567,680,793,907,39
714,初級4,昼戦,20064,AR,Gr G36 Mod,120,3,5,650,20%,100%,15,102,70,52,97,0,0,200,1,10,10,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6458,565,678,791,904,40
714,初級4,昼戦,20143,SMG,RO635 Mod,120,3,5,1040,5%,150%,8,43,48,134,96,0,0,200,1,10,10,専用装備 (5-Star),ホローポイント弾 (5-Star),ドットサイト (5-Star),7532,564,677,790,903,41
714,初級4,昼戦,10,HG,PPK,100,0,5,285,50%,150%,8,43,65,148,63,0,0,150,1,10,0,専用装備 (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3420,564,677,790,902,42
714,初級4,昼戦,206,AR,AK-12,100,0,5,550,20%,100%,15,105,83,58,99,0,0,150,1,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6446,564,676,789,902,43
714,初級4,昼戦,1027,AR,アンジェリカ,100,0,5,605,78%,150%,15,96,63,71,75,0,0,150,1,10,0,オプティカル (5-Star),高速弾 (5-Star),専用装備 (5-Star),6410,560,673,785,897,44
714,初級4,昼戦,356,AR,A-545,100,0,5,550,20%,100%,15,104,73,54,103,0,0,150,1,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6388,558,670,782,894,45
714,初級4,昼戦,1032,AR,メデューサ,100,0,5,605,30%,100%,15,110,77,52,94,0,0,150,1,10,0,ホロサイト (5-Star),高速弾 (5-Star),専用装備 (5-Star),6386,558,670,782,894,46
714,初級4,昼戦,205,AR,AN-94,100,0,5,580,20%,100%,15,104,88,53,97,0,0,150,1,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6371,557,668,780,891,47
714,初級4,昼戦,20026,SMG,Gr MP5 Mod,120,3,5,905,5%,150%,8,56,32,155,90,0,0,200,1,10,10,専用装備 (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),7423,556,668,779,890,48
714,初級4,昼戦,318,AR,VHS,100,0,5,580,20%,100%,15,106,74,52,99,0,0,150,1,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6354,555,667,778,889,49
714,初級4,昼戦,20032,SMG,Micro Uzi Mod,120,3,5,885,5%,100%,8,70,51,96,128,0,0,200,1,10,10,チップ (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),7397,554,665,776,887,50
714,初級4,昼戦,62,AR,Gr G41,100,0,5,635,68%,150%,15,98,61,62,77,0,0,100,0,10,0,オプティカル (5-Star),高速弾 (5-Star),専用装備 (5-Star),6339,554,665,776,887,51
714,初級4,昼戦,293,AR,AK-15,100,0,5,550,20%,100%,15,99,88,57,101,0,0,150,1,10,0,ドットサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6330,553,664,775,886,52
714,初級4,昼戦,138,AR,6P62,100,0,5,605,20%,100%,195,88,69,35,78,0,0,100,0,10,0,ドットサイト (5-Star),徹甲弾 (5-Star),チップ (5-Star),6326,553,664,774,885,53
714,初級4,昼戦,20061,AR,StG44 Mod,120,3,5,650,20%,100%,15,106,88,44,90,0,0,200,1,10,10,ドットサイト (5-Star),専用装備 (5-Star),チップ (5-Star),6306,551,662,772,882,54
714,初級4,昼戦,20101,SMG,UMP9 Mod,120,3,5,905,5%,100%,8,74,36,112,112,0,0,200,1,10,10,チップ (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),7356,551,662,772,882,55
714,初級4,昼戦,20001,HG,コルトSAA Mod,120,3,5,415,40%,150%,8,51,54,129,50,0,0,100,0,10,10,専用装備 (5-Star),ホローポイント弾 (5-Star),T外骨格 (5-Star),4010,551,661,771,882,56
714,初級4,昼戦,328,SMG,AR-57,100,0,5,915,5%,100%,8,59,46,82,116,0,0,150,1,10,0,チップ (5-Star),ホローポイント弾 (5-Star),ドットサイト (5-Star),6124,551,661,771,881,57
714,初級4,昼戦,13,HG,92式,100,0,5,315,50%,150%,8,48,69,104,61,0,0,100,0,10,0,レッドサイト (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3340,551,661,771,881,58
714,初級4,昼戦,10,HG,PPK,100,0,5,285,50%,150%,8,42,62,143,63,0,0,100,0,10,0,専用装備 (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3333,549,659,769,879,59
714,初級4,昼戦,242,HG,P22,100,0,5,350,50%,150%,8,46,93,141,62,0,0,150,1,10,0,レッドサイト (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3992,548,658,768,878,60
714,初級4,昼戦,306,AR,AK-Alfa,100,0,5,580,20%,100%,15,105,73,58,96,0,0,150,1,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6277,549,659,768,878,61
714,初級4,昼戦,233,HG,Px4 ストーム,100,0,5,340,40%,150%,8,54,76,148,57,0,0,150,1,10,0,専用装備 (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3986,548,657,767,876,62
714,初級4,昼戦,313,AR,S-ACR,100,0,5,620,20%,100%,15,94,64,47,112,0,0,150,1,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6252,547,656,765,875,63
714,初級4,昼戦,126,HG,NZ75,100,0,5,365,50%,150%,8,52,69,122,63,0,0,150,1,10,0,専用装備 (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3973,546,655,764,874,64
714,初級4,昼戦,206,AR,AK-12,100,0,5,550,20%,100%,15,102,80,55,99,0,0,100,0,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6249,546,656,765,874,65
714,初級4,昼戦,73,AR,AUG,100,0,5,605,30%,100%,15,104,77,51,96,0,0,150,1,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6236,545,654,763,873,66
714,初級4,昼戦,96,HG,グリズリー,100,0,5,430,50%,150%,8,57,77,103,54,0,0,150,1,10,0,レッドサイト (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),3967,545,654,763,872,67
714,初級4,昼戦,338,AR,SIG MCX,100,0,5,580,20%,100%,15,97,77,51,104,0,0,150,1,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6231,545,654,763,872,68
714,初級4,昼戦,243,AR,64式自,100,0,5,625,20%,100%,15,109,99,48,87,0,0,150,1,10,0,ドットサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6228,544,653,762,871,69
714,初級4,昼戦,289,AR,R5,100,0,5,620,20%,100%,15,104,74,48,97,0,0,150,1,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6224,544,653,762,871,70
714,初級4,昼戦,290,AR,89式,100,0,5,605,20%,100%,15,95,83,50,103,0,0,150,1,10,0,ドットサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6223,544,653,762,871,71
714,初級4,昼戦,274,AR,ACR,100,0,5,580,30%,100%,15,103,74,53,98,0,0,150,1,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6217,543,652,761,870,72
714,初級4,昼戦,20060,AR,AS Val Mod,120,3,5,680,20%,100%,15,93,68,54,97,0,0,100,0,10,10,ホロサイト (5-Star),専用装備 (5-Star),チップ (5-Star),6217,543,652,761,870,73
714,初級4,昼戦,20005,HG,M1895 Mod,120,3,5,360,40%,150%,8,50,60,164,45,0,0,200,1,10,10,専用装備 (5-Star),ホローポイント弾 (5-Star),T外骨格 (5-Star),3953,543,652,760,869,74
714,初級4,昼戦,250,HG,HS2000,100,0,5,360,50%,150%,8,52,88,116,62,0,0,150,1,10,0,レッドサイト (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3954,543,652,761,869,75
714,初級4,昼戦,1027,AR,アンジェリカ,100,0,5,605,78%,150%,15,93,60,69,75,0,0,100,0,10,0,オプティカル (5-Star),高速弾 (5-Star),専用装備 (5-Star),6211,543,652,760,869,76
714,初級4,昼戦,1032,AR,メデューサ,100,0,5,605,30%,100%,15,99,90,50,97,0,0,100,0,10,0,ドットサイト (5-Star),高速弾 (5-Star),専用装備 (5-Star),6208,543,651,760,869,77
714,初級4,昼戦,20002,HG,M1911 Mod,120,3,5,375,50%,150%,8,51,80,110,58,0,0,200,1,10,10,レッドサイト (5-Star),専用装備 (5-Star),X外骨格 (5-Star),3944,542,650,759,867,78
714,初級4,昼戦,294,HG,ウェブリー,100,0,5,430,40%,150%,8,41,73,135,57,0,0,150,1,10,0,サイレンサー (5-Star),ホローポイント弾 (5-Star),T外骨格 (5-Star),3945,542,650,759,867,79
714,初級4,昼戦,205,AR,AN-94,100,0,5,580,20%,100%,15,101,85,51,97,0,0,100,0,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6193,541,650,758,867,80
714,初級4,昼戦,356,AR,A-545,100,0,5,550,20%,100%,15,101,70,52,103,0,0,100,0,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6197,542,650,759,867,81
714,初級4,昼戦,260,HG,PA-15,100,0,5,350,50%,150%,8,54,92,104,64,0,0,150,1,10,0,レッドサイト (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3924,539,647,755,863,82
714,初級4,昼戦,285,HG,C-93,100,0,5,315,50%,150%,8,52,89,128,64,0,0,150,1,10,0,レッドサイト (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3925,539,647,755,863,83
714,初級4,昼戦,318,AR,VHS,100,0,5,580,20%,100%,15,103,71,50,99,0,0,100,0,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6167,539,647,755,863,84
714,初級4,昼戦,1017,HG,ジル・スティングレイ,100,0,5,400,50%,150%,8,42,79,141,55,0,0,150,1,10,0,レッドサイト (5-Star),ホローポイント弾 (5-Star),T外骨格 (5-Star),3922,539,647,754,862,85
714,初級4,昼戦,27,SMG,スコーピオン,100,0,5,795,5%,100%,8,62,45,92,115,0,0,150,1,10,0,チップ (5-Star),専用装備 (5-Star),ドットサイト (5-Star),5986,538,646,754,861,86
714,初級4,昼戦,1001,HG,ノエル,100,0,5,300,50%,150%,8,58,86,111,65,0,0,150,1,10,0,レッドサイト (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3917,538,646,754,861,87
714,初級4,昼戦,20143,SMG,RO635 Mod,120,3,5,1040,5%,150%,8,40,46,126,96,0,0,100,0,10,10,専用装備 (5-Star),ホローポイント弾 (5-Star),ドットサイト (5-Star),7175,538,645,753,861,88
714,初級4,昼戦,72,AR,TAR-21,100,0,5,525,68%,150%,15,89,53,69,89,0,0,150,1,10,0,オプティカル (5-Star),高速弾 (5-Star),専用装備 (5-Star),6149,538,645,753,860,89
714,初級4,昼戦,236,AR,K11,100,0,5,675,20%,100%,15,102,74,41,97,0,0,150,1,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6145,537,645,752,860,90
714,初級4,昼戦,1018,HG,セイ・P・アサギリ,100,0,5,425,50%,150%,8,48,85,119,53,0,0,150,1,10,0,レッドサイト (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),3911,537,645,752,860,91
714,初級4,昼戦,272,HG,デザートイーグル,100,0,5,365,70%,150%,8,61,83,93,55,0,0,150,1,10,0,レッドサイト (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3906,537,644,751,859,92
714,初級4,昼戦,303,HG,HP-35,100,0,5,380,50%,150%,8,50,91,118,58,0,0,150,1,10,0,レッドサイト (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3906,537,644,751,859,93
714,初級4,昼戦,20064,AR,Gr G36 Mod,120,3,5,650,20%,100%,15,89,81,48,100,0,0,100,0,10,10,ドットサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6138,537,644,751,859,94
714,初級4,昼戦,242,HG,P22,100,0,5,350,50%,150%,8,45,90,136,62,0,0,100,0,10,0,レッドサイト (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3902,536,643,751,858,95
714,初級4,昼戦,293,AR,AK-15,100,0,5,550,20%,100%,15,96,85,54,101,0,0,100,0,10,0,ドットサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6134,536,644,751,858,96
714,初級4,昼戦,328,SMG,AR-57,100,0,5,915,5%,100%,8,58,45,78,116,0,0,100,0,10,0,チップ (5-Star),ホローポイント弾 (5-Star),ドットサイト (5-Star),5964,536,644,751,858,97
714,初級4,昼戦,20091,HG,MP-446 Mod,120,3,5,340,50%,150%,8,51,86,112,60,0,0,200,1,10,10,レッドサイト (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3894,535,642,749,856,98
714,初級4,昼戦,215,AR,MDR,100,0,5,595,20%,100%,15,97,85,46,100,0,0,150,1,10,0,ドットサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6111,534,641,748,855,99
714,初級4,昼戦,20071,AR,ガリル Mod,120,3,5,635,20%,100%,15,98,87,51,90,0,0,200,1,10,10,ドットサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6105,534,641,747,854,100
714,初級4,昼戦,20026,SMG,Gr MP5 Mod,120,3,5,905,5%,150%,8,53,30,148,90,0,0,100,0,10,10,専用装備 (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),7121,534,640,747,854,101
714,初級4,昼戦,313,AR,S-ACR,100,0,5,620,20%,100%,15,92,62,45,112,0,0,100,0,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6101,533,640,747,854,102
714,初級4,昼戦,142,HG,Five-seven,100,0,5,315,50%,150%,8,50,83,127,66,0,0,150,1,10,0,レッドサイト (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3880,533,640,746,853,103
714,初級4,昼戦,214,AR,ADS,100,0,5,605,20%,100%,15,98,74,50,99,0,0,150,1,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6080,532,638,744,851,104
714,初級4,昼戦,233,HG,Px4 ストーム,100,0,5,340,40%,150%,8,52,73,143,57,0,0,100,0,10,0,専用装備 (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3872,532,638,745,851,105
714,初級4,昼戦,306,AR,AK-Alfa,100,0,5,580,20%,100%,15,94,86,55,99,0,0,100,0,10,0,ドットサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6079,531,638,744,851,106
714,初級4,昼戦,338,AR,SIG MCX,100,0,5,580,20%,100%,15,95,74,49,104,0,0,100,0,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6080,532,638,744,851,107
714,初級4,昼戦,4,HG,パイソン,100,0,5,350,70%,150%,8,59,110,111,49,0,0,150,1,10,0,レッドサイト (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3867,531,638,744,850,108
714,初級4,昼戦,20032,SMG,Micro Uzi Mod,120,3,5,885,5%,100%,8,68,50,88,128,0,0,100,0,10,10,チップ (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),7087,531,637,744,850,109
714,初級4,昼戦,96,HG,グリズリー,100,0,5,430,50%,150%,8,55,74,100,54,0,0,100,0,10,0,レッドサイト (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),3864,531,637,743,850,110
714,初級4,昼戦,194,AR,K2,100,0,5,635,20%,100%,15,98,71,47,99,0,0,150,1,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6059,530,636,742,848,111
714,初級4,昼戦,243,AR,64式自,100,0,5,625,20%,100%,15,106,96,46,87,0,0,100,0,10,0,ドットサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6063,530,636,742,848,112
714,初級4,昼戦,294,HG,ウェブリー,100,0,5,430,40%,150%,8,40,70,131,57,0,0,100,0,10,0,サイレンサー (5-Star),ホローポイント弾 (5-Star),T外骨格 (5-Star),3859,530,636,742,848,113
714,初級4,昼戦,172,AR,Am RFB,100,0,5,525,78%,118%,15,111,75,54,79,0,0,150,1,10,0,専用装備 (5-Star),高速弾 (5-Star),チップ (5-Star),6054,529,635,741,847,114
714,初級4,昼戦,73,AR,AUG,100,0,5,605,30%,100%,15,101,74,49,96,0,0,100,0,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6054,529,635,741,847,115
714,初級4,昼戦,126,HG,NZ75,100,0,5,365,50%,150%,8,50,66,118,63,0,0,100,0,10,0,専用装備 (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3854,529,635,741,847,116
714,初級4,昼戦,290,AR,89式,100,0,5,605,20%,100%,15,92,81,48,103,0,0,100,0,10,0,ドットサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6046,529,634,740,846,117
714,初級4,昼戦,289,AR,R5,100,0,5,620,20%,100%,15,101,71,46,97,0,0,100,0,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6039,528,634,739,845,118
714,初級4,昼戦,166,HG,CZ75,100,0,5,330,50%,150%,8,53,89,102,66,0,0,150,1,10,0,レッドサイト (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3837,527,633,738,844,119
714,初級4,昼戦,250,HG,HS2000,100,0,5,360,50%,150%,8,50,85,112,62,0,0,100,0,10,0,レッドサイト (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3839,527,633,739,844,120
714,初級4,昼戦,274,AR,ACR,100,0,5,580,30%,100%,15,100,71,51,98,0,0,100,0,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6033,527,633,739,844,121
714,初級4,昼戦,1017,HG,ジル・スティングレイ,100,0,5,400,50%,150%,8,41,76,136,55,0,0,100,0,10,0,レッドサイト (5-Star),ホローポイント弾 (5-Star),T外骨格 (5-Star),3828,526,631,736,842,122
714,初級4,昼戦,340,AR,TKB-408,100,0,5,580,20%,100%,15,104,71,53,93,0,0,150,1,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6008,525,630,735,841,123
714,初級4,昼戦,20101,SMG,UMP9 Mod,120,3,5,905,5%,175%,8,56,34,139,87,0,0,100,0,10,10,専用装備 (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),7015,526,631,736,841,124
714,初級4,昼戦,1018,HG,セイ・P・アサギリ,100,0,5,425,50%,150%,8,47,82,115,53,0,0,100,0,10,0,レッドサイト (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),3827,526,631,736,841,125
714,初級4,昼戦,20178,SMG,F1 Mod,120,3,5,1085,5%,150%,8,58,47,110,78,0,0,200,1,10,10,専用装備 (5-Star),ホローポイント弾 (5-Star),ドットサイト (5-Star),7002,525,630,735,840,126
