Datetime,ProduceType,InputLevel,SpendResource,Type,ID,Name,Rank
2020-09-02 21:24:29,GUN,NORMAL,130/130/130/30,HG,91,MP-446,★★
2020-09-02 21:24:34,GUN,NORMAL,130/130/130/30,SMG,33,m45,★★
2020-09-02 21:24:34,GUN,NORMAL,130/130/130/30,HG,139,ブレン・テン,★★
2020-09-02 21:24:34,GUN,NORMAL,130/130/130/30,HG,5,M1895,★★
2020-09-02 21:24:34,GUN,NORMAL,130/130/130/30,HG,90,FF FNP9,★★
2020-09-02 21:24:38,GUN,NORMAL,130/130/130/30,HG,9,P38,★★
2020-09-02 21:24:38,GUN,NORMAL,130/130/130/30,HG,2,M1911,★★
2020-09-02 21:24:38,GUN,NORMAL,130/130/130/30,HG,5,M1895,★★
2020-09-02 21:24:38,GUN,NORMAL,130/130/130/30,HG,3,M9,★★★
2020-09-02 21:24:42,GUN,NORMAL,130/130/130/30,HG,9,P38,★★
2020-09-02 21:24:42,GUN,NORMAL,130/130/130/30,SMG,94,64式,★★
2020-09-02 21:24:42,GUN,NORMAL,130/130/130/30,HG,141,Gr USPコンパクト,★★
2020-09-02 21:24:42,GUN,NORMAL,130/130/130/30,HG,90,FF FNP9,★★
2020-09-02 21:24:46,GUN,NORMAL,130/130/130/30,HG,5,M1895,★★
2020-09-02 21:24:46,GUN,NORMAL,130/130/130/30,HG,97,M950A,★★★★★
2020-09-02 21:24:46,GUN,NORMAL,130/130/130/30,HG,139,ブレン・テン,★★
2020-09-02 21:24:46,GUN,NORMAL,130/130/130/30,SMG,94,64式,★★
2020-09-02 21:24:51,GUN,NORMAL,130/130/130/30,SMG,94,64式,★★
2020-09-02 21:24:51,GUN,NORMAL,130/130/130/30,SMG,27,スコーピオン,★★★
2020-09-02 21:24:51,GUN,NORMAL,130/130/130/30,HG,141,Gr USPコンパクト,★★
2020-09-02 21:24:51,GUN,NORMAL,130/130/130/30,SMG,92,スペクトラM4,★★
2020-09-02 21:24:56,GUN,NORMAL,130/130/130/30,HG,90,FF FNP9,★★
2020-09-02 21:24:56,GUN,NORMAL,130/130/130/30,HG,114,ウェルロッドMkⅡ,★★★★★
2020-09-02 21:24:56,GUN,NORMAL,130/130/130/30,HG,141,Gr USPコンパクト,★★
2020-09-02 21:24:56,GUN,NORMAL,130/130/130/30,HG,5,M1895,★★
2020-09-02 21:25:03,GUN,NORMAL,130/130/130/30,HG,139,ブレン・テン,★★
2020-09-02 21:25:03,GUN,NORMAL,130/130/130/30,HG,12,C96,★★★
2020-09-02 21:25:03,GUN,NORMAL,130/130/130/30,HG,139,ブレン・テン,★★
2020-09-02 21:25:03,GUN,NORMAL,130/130/130/30,HG,10,PPK,★★
2020-09-02 21:25:08,GUN,NORMAL,130/130/130/30,HG,2,M1911,★★
2020-09-02 21:25:08,GUN,NORMAL,130/130/130/30,HG,9,P38,★★
2020-09-02 21:25:08,GUN,NORMAL,130/130/130/30,HG,13,92式,★★★
2020-09-02 21:25:08,GUN,NORMAL,130/130/130/30,HG,11,P08,★★★
2020-09-02 21:25:12,GUN,NORMAL,130/130/130/30,HG,285,C-93,★★★★★
2020-09-02 21:25:12,GUN,NORMAL,130/130/130/30,HG,5,M1895,★★
2020-09-02 21:25:12,GUN,NORMAL,130/130/130/30,HG,5,M1895,★★
2020-09-02 21:25:12,GUN,NORMAL,130/130/130/30,SMG,25,MP40,★★
2020-09-03 00:18:49,GUN,NORMAL,130/130/130/30,SMG,21,PPSh-41,★★
2020-09-03 00:18:49,GUN,NORMAL,130/130/130/30,HG,90,FF FNP9,★★
2020-09-03 00:18:49,GUN,NORMAL,130/130/130/30,HG,141,Gr USPコンパクト,★★
2020-09-03 00:18:49,GUN,NORMAL,130/130/130/30,SMG,21,PPSh-41,★★
2020-09-03 00:18:58,EQUIP,NORMAL,120/92/60/152,XEXO,56,IOP X2外骨格,★★★
2020-09-03 00:18:58,EQUIP,NORMAL,120/92/60/152,SUPPRESSOR,63,AC1サイレンサー,★★
2020-09-03 00:18:58,EQUIP,NORMAL,120/92/60/152,AMMOBOX,68,IOP多弾倉アサルトパック改,★★★★★
2020-09-03 00:18:58,EQUIP,NORMAL,120/92/60/152,SUPPRESSOR,63,AC1サイレンサー,★★
2020-09-03 00:19:01,EQUIP,HEAVY-1,500/500/500/500,FAIRY,25,双子妖精,★
2020-09-03 00:19:01,EQUIP,HEAVY-1,500/500/500/500,HOLO,6,EOT 512,★★★
2020-09-03 00:19:01,EQUIP,HEAVY-1,500/500/500/500,ARMORPLATE,43,Type2防弾ベスト,★★★★
2020-09-03 00:19:01,EQUIP,HEAVY-1,500/500/500/500,SUPPRESSOR,65,AC3サイレンサー,★★★★
2020-09-03 00:19:01,EQUIP,HEAVY-1,500/500/500/500,SUPPRESSOR,64,AC2サイレンサー,★★★
2020-09-03 00:19:01,EQUIP,HEAVY-1,500/500/500/500,REDDOT,10,AMP COMPM4,★★★
2020-09-03 00:19:01,EQUIP,HEAVY-1,500/500/500/500,ARMORPLATE,43,Type2防弾ベスト,★★★★
2020-09-03 00:19:01,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,14,PEQ-5,★★★
2020-09-03 06:46:49,EQUIP,HEAVY-1,500/500/500/500,FAIRY,9,空襲妖精,★
2020-09-03 06:46:49,EQUIP,HEAVY-1,500/500/500/500,FAIRY,6,挑発妖精,★
2020-09-03 06:46:49,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,15,PEQ-15,★★★★
2020-09-03 06:46:49,EQUIP,HEAVY-1,500/500/500/500,SUPPRESSOR,64,AC2サイレンサー,★★★
2020-09-03 06:46:49,EQUIP,HEAVY-1,500/500/500/500,TEXO,38,IOP T2外骨格,★★★
2020-09-03 06:46:49,EQUIP,HEAVY-1,500/500/500/500,XEXO,57,IOP X3外骨格,★★★★
2020-09-03 06:46:49,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,14,PEQ-5,★★★
2020-09-03 06:46:49,EQUIP,HEAVY-1,500/500/500/500,XEXO,56,IOP X2外骨格,★★★
2020-09-03 18:26:45,EQUIP,HEAVY-1,500/500/500/500,CLOAK,88,カモフラージュマント,★★★
2020-09-03 18:26:45,EQUIP,HEAVY-1,500/500/500/500,HOLO,7,EOT 516,★★★★
2020-09-03 18:26:45,EQUIP,HEAVY-1,500/500/500/500,CLOAK,88,カモフラージュマント,★★★
2020-09-03 18:26:45,EQUIP,HEAVY-1,500/500/500/500,FAIRY,8,砲撃妖精,★
2020-09-03 18:26:45,EQUIP,HEAVY-1,500/500/500/500,REDDOT,11,COG M150,★★★★
2020-09-03 18:26:45,EQUIP,HEAVY-1,500/500/500/500,FAIRY,17,照明妖精,★
2020-09-03 18:26:45,EQUIP,HEAVY-1,500/500/500/500,TEXO,38,IOP T2外骨格,★★★
2020-09-03 18:26:45,EQUIP,HEAVY-1,500/500/500/500,SUPPRESSOR,64,AC2サイレンサー,★★★
2020-09-03 21:19:13,EQUIP,HEAVY-1,500/500/500/500,OPTICAL,2,LRA 2-12x50,★★★
2020-09-03 21:19:13,EQUIP,HEAVY-1,500/500/500/500,HOLO,6,EOT 512,★★★
2020-09-03 21:19:13,EQUIP,HEAVY-1,500/500/500/500,TEXO,38,IOP T2外骨格,★★★
2020-09-03 21:19:13,EQUIP,HEAVY-1,500/500/500/500,HOLO,6,EOT 512,★★★
2020-09-03 21:19:13,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,14,PEQ-5,★★★
2020-09-03 21:19:13,EQUIP,HEAVY-1,500/500/500/500,FAIRY,25,双子妖精,★
2020-09-03 21:45:10,EQUIP,HEAVY-1,500/500/500/500,REDDOT,11,COG M150,★★★★
2020-09-03 21:45:10,EQUIP,HEAVY-1,500/500/500/500,FAIRY,24,障壁妖精,★
2020-09-03 21:45:10,EQUIP,HEAVY-1,500/500/500/500,ARMORPLATE,42,Type1防弾ベスト,★★★
2020-09-03 21:45:10,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,15,PEQ-15,★★★★
2020-09-03 22:42:53,EQUIP,HEAVY-1,500/500/500/500,FAIRY,7,狙撃妖精,★
2020-09-04 00:02:53,GUN,NORMAL,130/130/130/30,HG,10,PPK,★★
2020-09-04 00:02:53,GUN,NORMAL,130/130/130/30,HG,139,ブレン・テン,★★
2020-09-04 00:02:53,GUN,NORMAL,130/130/130/30,HG,91,MP-446,★★
2020-09-04 00:02:53,GUN,NORMAL,130/130/130/30,HG,5,M1895,★★
2020-09-04 00:03:26,EQUIP,NORMAL,120/92/60/152,XEXO,57,IOP X3外骨格,★★★★
2020-09-04 00:03:26,EQUIP,NORMAL,120/92/60/152,NIGHTEQUIP,13,PEQ-2,★★
2020-09-04 00:03:26,EQUIP,NORMAL,120/92/60/152,CLOAK,87,ぼろぼろのマント,★★
2020-09-04 00:03:26,EQUIP,NORMAL,120/92/60/152,XEXO,55,IOP X1外骨格,★★
2020-09-04 00:03:30,EQUIP,HEAVY-1,500/500/500/500,FAIRY,16,捜索妖精,★
2020-09-04 00:03:30,EQUIP,HEAVY-1,500/500/500/500,FAIRY,3,装甲妖精,★
2020-09-04 00:03:30,EQUIP,HEAVY-1,500/500/500/500,FAIRY,1,勇士妖精,★
2020-09-04 00:03:30,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,15,PEQ-15,★★★★
2020-09-04 00:31:33,EQUIP,HEAVY-1,500/500/500/500,FAIRY,16,捜索妖精,★
2020-09-27 00:02:08,GUN,NORMAL,100/400/400/200,AR,71,ガリル,★★
2020-09-27 00:02:08,GUN,NORMAL,100/400/400/200,AR,63,Gr G3,★★
2020-09-27 00:02:08,GUN,NORMAL,100/400/400/200,AR,287,SIG-556,★★★★★
2020-09-27 00:02:08,GUN,NORMAL,100/400/400/200,SMG,21,PPSh-41,★★
2020-09-27 00:03:04,EQUIP,NORMAL,151/10/151/151,SUPPRESSOR,65,AC3サイレンサー,★★★★
2020-09-27 00:03:04,EQUIP,NORMAL,151/10/151/151,ARMORPLATE,42,Type1防弾ベスト,★★★
2020-09-27 00:03:04,EQUIP,NORMAL,151/10/151/151,NIGHTEQUIP,15,PEQ-15,★★★★
2020-09-27 00:03:04,EQUIP,NORMAL,151/10/151/151,SUPPRESSOR,65,AC3サイレンサー,★★★★
2020-09-28 00:04:01,GUN,NORMAL,100/400/400/200,SMG,24,PP-2000,★★
2020-09-28 00:04:01,GUN,NORMAL,100/400/400/200,SMG,92,スペクトラM4,★★
2020-09-28 00:04:01,GUN,NORMAL,100/400/400/200,AR,63,Gr G3,★★
2020-09-28 00:04:01,GUN,NORMAL,100/400/400/200,AR,107,FF F2000,★★
2020-09-28 00:04:27,EQUIP,NORMAL,151/10/151/151,NIGHTEQUIP,13,PEQ-2,★★
2020-09-28 00:04:27,EQUIP,NORMAL,151/10/151/151,SUPPRESSOR,63,AC1サイレンサー,★★
2020-09-28 00:04:27,EQUIP,NORMAL,151/10/151/151,SUPPRESSOR,63,AC1サイレンサー,★★
2020-09-28 00:04:27,EQUIP,NORMAL,151/10/151/151,TEXO,37,IOP T1外骨格,★★
2020-09-28 00:46:56,EQUIP,HEAVY-1,500/500/500/500,HOLO,7,EOT 516,★★★★
2020-09-28 00:47:38,GUN,NORMAL,100/400/400/200,AR,71,ガリル,★★
2020-09-28 00:47:40,GUN,NORMAL,100/400/400/200,AR,288,CR-21,★★★★
2020-09-28 00:47:40,GUN,NORMAL,100/400/400/200,AR,105,OTs-12,★★★
2020-09-28 00:47:40,GUN,NORMAL,100/400/400/200,AR,105,OTs-12,★★★
2021-01-08 00:43:28,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,14,PEQ-5,★★★
2021-01-08 00:43:28,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,14,PEQ-5,★★★
2021-01-08 00:43:28,EQUIP,HEAVY-1,500/500/500/500,FAIRY,16,捜索妖精,★
2021-01-08 00:43:28,EQUIP,HEAVY-1,500/500/500/500,OPTICAL,2,LRA 2-12x50,★★★
2021-01-08 00:43:28,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,15,PEQ-15,★★★★
2021-01-08 00:48:21,EQUIP,HEAVY-1,500/500/500/500,SUPPRESSOR,64,AC2サイレンサー,★★★
2021-01-08 02:52:39,EQUIP,HEAVY-1,500/500/500/500,FAIRY,6,挑発妖精,★
2021-01-08 07:58:29,EQUIP,HEAVY-1,500/500/500/500,TEXO,39,IOP T3外骨格,★★★★
2021-01-08 07:58:29,EQUIP,HEAVY-1,500/500/500/500,OPTICAL,2,LRA 2-12x50,★★★
2021-01-08 07:58:29,EQUIP,HEAVY-1,500/500/500/500,FAIRY,1,勇士妖精,★
2021-01-08 07:58:29,EQUIP,HEAVY-1,500/500/500/500,FAIRY,7,狙撃妖精,★
2021-01-08 07:58:30,EQUIP,HEAVY-1,500/500/500/500,TEXO,38,IOP T2外骨格,★★★
2021-01-08 07:58:30,EQUIP,HEAVY-1,500/500/500/500,FAIRY,9,空襲妖精,★
2021-01-08 07:58:30,EQUIP,HEAVY-1,500/500/500/500,REDDOT,11,COG M150,★★★★
2021-01-08 07:58:30,EQUIP,HEAVY-1,500/500/500/500,TEXO,38,IOP T2外骨格,★★★
2021-01-08 08:01:14,EQUIP,HEAVY-1,500/500/500/500,REDDOT,10,AMP COMPM4,★★★
2021-01-08 08:01:29,EQUIP,HEAVY-1,500/500/500/500,XEXO,57,IOP X3外骨格,★★★★
2021-01-08 08:01:29,EQUIP,HEAVY-1,500/500/500/500,FAIRY,7,狙撃妖精,★
2021-01-08 08:45:45,EQUIP,HEAVY-1,500/500/500/500,REDDOT,10,AMP COMPM4,★★★
2021-01-08 08:45:45,EQUIP,HEAVY-1,500/500/500/500,SUPPRESSOR,65,AC3サイレンサー,★★★★
2021-01-08 08:45:45,EQUIP,HEAVY-1,500/500/500/500,FAIRY,2,激怒妖精,★
2021-01-08 08:45:45,EQUIP,HEAVY-1,500/500/500/500,FAIRY,7,狙撃妖精,★
2021-01-08 08:45:45,EQUIP,HEAVY-1,500/500/500/500,OPTICAL,3,PSO-1,★★★★
2021-01-08 08:45:45,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,14,PEQ-5,★★★
2021-01-08 08:45:45,EQUIP,HEAVY-1,500/500/500/500,TEXO,38,IOP T2外骨格,★★★
2021-01-08 09:55:21,EQUIP,HEAVY-1,500/500/500/500,FAIRY,4,守護妖精,★
2021-01-08 09:55:21,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,14,PEQ-5,★★★
2021-01-08 09:55:21,EQUIP,HEAVY-1,500/500/500/500,SUPPRESSOR,64,AC2サイレンサー,★★★
2021-01-08 09:55:21,EQUIP,HEAVY-1,500/500/500/500,FAIRY,17,照明妖精,★
2021-01-08 09:55:21,EQUIP,HEAVY-1,500/500/500/500,OPTICAL,2,LRA 2-12x50,★★★
2021-01-08 09:55:34,EQUIP,HEAVY-1,500/500/500/500,FAIRY,15,指揮妖精,★
2021-01-08 09:55:44,EQUIP,HEAVY-1,500/500/500/500,SUPPRESSOR,64,AC2サイレンサー,★★★
2021-01-08 10:17:57,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,14,PEQ-5,★★★
2021-01-08 10:17:57,EQUIP,HEAVY-1,500/500/500/500,HOLO,6,EOT 512,★★★
2021-01-08 10:17:57,EQUIP,HEAVY-1,500/500/500/500,SUPPRESSOR,65,AC3サイレンサー,★★★★
2021-01-08 10:20:07,EQUIP,HEAVY-1,500/500/500/500,FAIRY,17,照明妖精,★
2021-01-08 10:20:46,EQUIP,HEAVY-1,500/500/500/500,ARMORPLATE,42,Type1防弾ベスト,★★★
2021-01-08 10:21:15,EQUIP,HEAVY-1,500/500/500/500,OPTICAL,4,VFL 6-24X56,★★★★★
2021-01-08 10:21:15,EQUIP,HEAVY-1,500/500/500/500,REDDOT,10,AMP COMPM4,★★★
2021-01-08 10:41:32,EQUIP,HEAVY-1,500/500/500/500,TEXO,39,IOP T3外骨格,★★★★
2021-01-08 10:42:02,EQUIP,HEAVY-1,500/500/500/500,CLOAK,88,カモフラージュマント,★★★
2021-01-08 10:53:22,EQUIP,HEAVY-1,500/500/500/500,HOLO,6,EOT 512,★★★
2021-01-08 10:53:22,EQUIP,HEAVY-1,500/500/500/500,FAIRY,4,守護妖精,★
2021-01-08 10:55:45,EQUIP,HEAVY-1,500/500/500/500,CLOAK,88,カモフラージュマント,★★★
2021-01-08 11:07:35,EQUIP,HEAVY-1,500/500/500/500,ARMORPLATE,43,Type2防弾ベスト,★★★★
2021-01-08 11:16:45,EQUIP,HEAVY-1,500/500/500/500,ARMORPLATE,43,Type2防弾ベスト,★★★★
2021-01-08 11:16:45,EQUIP,HEAVY-1,500/500/500/500,OPTICAL,3,PSO-1,★★★★
2021-01-08 11:24:00,EQUIP,HEAVY-1,500/500/500/500,XEXO,56,IOP X2外骨格,★★★
2021-01-08 11:26:57,EQUIP,HEAVY-1,500/500/500/500,FAIRY,7,狙撃妖精,★
2021-01-08 11:32:31,EQUIP,HEAVY-1,500/500/500/500,FAIRY,8,砲撃妖精,★
2021-01-08 12:04:23,EQUIP,HEAVY-2,2000/500/2000/1000,HOLO,7,EOT 516,★★★★
2021-01-08 12:04:23,EQUIP,HEAVY-2,2000/500/2000/1000,CLOAK,90,熱光学迷彩マント,★★★★★
2021-01-08 12:04:23,EQUIP,HEAVY-2,2000/500/2000/1000,FAIRY,25,双子妖精,★
2021-01-08 12:04:23,EQUIP,HEAVY-2,2000/500/2000/1000,OPTICAL,3,PSO-1,★★★★
2021-01-08 17:04:22,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,14,PEQ-5,★★★
2021-01-08 17:04:22,EQUIP,HEAVY-1,500/500/500/500,CLOAK,88,カモフラージュマント,★★★
2021-01-08 17:04:22,EQUIP,HEAVY-1,500/500/500/500,SUPPRESSOR,64,AC2サイレンサー,★★★
2021-01-08 17:04:22,EQUIP,HEAVY-1,500/500/500/500,HOLO,7,EOT 516,★★★★
2021-01-08 17:04:22,EQUIP,HEAVY-1,500/500/500/500,ARMORPLATE,42,Type1防弾ベスト,★★★
2021-01-08 17:04:22,EQUIP,HEAVY-1,500/500/500/500,TEXO,38,IOP T2外骨格,★★★
2021-01-08 17:04:22,EQUIP,HEAVY-1,500/500/500/500,OPTICAL,2,LRA 2-12x50,★★★
2021-01-08 17:30:34,EQUIP,HEAVY-1,500/500/500/500,TEXO,38,IOP T2外骨格,★★★
2021-01-08 17:30:34,EQUIP,HEAVY-1,500/500/500/500,ARMORPLATE,42,Type1防弾ベスト,★★★
2021-01-08 17:30:34,EQUIP,HEAVY-1,500/500/500/500,FAIRY,2,激怒妖精,★
2021-01-08 17:30:34,EQUIP,HEAVY-1,500/500/500/500,OPTICAL,4,VFL 6-24X56,★★★★★
2021-01-08 17:30:34,EQUIP,HEAVY-1,500/500/500/500,SUPPRESSOR,64,AC2サイレンサー,★★★
2021-01-08 17:30:44,EQUIP,HEAVY-1,500/500/500/500,ARMORPLATE,42,Type1防弾ベスト,★★★
2021-01-08 17:31:44,EQUIP,HEAVY-1,500/500/500/500,HOLO,6,EOT 512,★★★
2021-01-08 17:35:30,EQUIP,HEAVY-1,500/500/500/500,FAIRY,4,守護妖精,★
2021-01-08 17:35:37,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,14,PEQ-5,★★★
2021-01-08 17:42:29,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,15,PEQ-15,★★★★
2021-01-08 17:54:09,EQUIP,HEAVY-1,500/500/500/500,FAIRY,9,空襲妖精,★
2021-01-08 17:54:17,EQUIP,HEAVY-1,500/500/500/500,ARMORPLATE,42,Type1防弾ベスト,★★★
2021-01-08 17:59:23,EQUIP,HEAVY-1,500/500/500/500,TEXO,38,IOP T2外骨格,★★★
2021-01-08 17:59:23,EQUIP,HEAVY-1,500/500/500/500,FAIRY,3,装甲妖精,★
2021-01-08 17:59:23,EQUIP,HEAVY-1,500/500/500/500,FAIRY,8,砲撃妖精,★
2021-01-08 17:59:23,EQUIP,HEAVY-1,500/500/500/500,FAIRY,16,捜索妖精,★
2021-01-08 17:59:53,EQUIP,HEAVY-1,500/500/500/500,REDDOT,10,AMP COMPM4,★★★
2021-01-08 17:59:53,EQUIP,HEAVY-1,500/500/500/500,FAIRY,8,砲撃妖精,★
2021-01-08 17:59:53,EQUIP,HEAVY-1,500/500/500/500,TEXO,38,IOP T2外骨格,★★★
2021-01-08 18:00:00,EQUIP,HEAVY-1,500/500/500/500,FAIRY,7,狙撃妖精,★
2021-01-08 18:17:18,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,14,PEQ-5,★★★
2021-01-08 18:20:26,EQUIP,HEAVY-1,500/500/500/500,XEXO,56,IOP X2外骨格,★★★
2021-01-08 18:24:22,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,14,PEQ-5,★★★
2021-01-08 18:24:56,EQUIP,HEAVY-1,500/500/500/500,HOLO,7,EOT 516,★★★★
2021-01-08 21:19:34,EQUIP,HEAVY-1,500/500/500/500,SUPPRESSOR,64,AC2サイレンサー,★★★
2021-01-08 21:19:34,EQUIP,HEAVY-1,500/500/500/500,OPTICAL,2,LRA 2-12x50,★★★
2021-01-08 21:39:38,EQUIP,HEAVY-1,500/500/500/500,OPTICAL,2,LRA 2-12x50,★★★
2021-01-08 21:39:38,EQUIP,HEAVY-1,500/500/500/500,FAIRY,1,勇士妖精,★
2021-01-08 21:39:38,EQUIP,HEAVY-1,500/500/500/500,FAIRY,16,捜索妖精,★
2021-01-08 21:39:38,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,15,PEQ-15,★★★★
2021-01-08 21:39:38,EQUIP,HEAVY-1,500/500/500/500,SUPPRESSOR,65,AC3サイレンサー,★★★★
2021-01-08 21:39:38,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,15,PEQ-15,★★★★
2021-01-08 21:39:52,EQUIP,HEAVY-1,500/500/500/500,FAIRY,3,装甲妖精,★
2021-01-08 21:39:52,EQUIP,HEAVY-1,500/500/500/500,FAIRY,6,挑発妖精,★
2021-01-08 21:40:20,EQUIP,HEAVY-1,500/500/500/500,HOLO,8,EOT 518,★★★★★
2021-01-08 21:49:22,EQUIP,HEAVY-1,500/500/500/500,FAIRY,24,障壁妖精,★
2021-01-08 22:03:52,EQUIP,HEAVY-1,500/500/500/500,XEXO,57,IOP X3外骨格,★★★★
2021-01-08 22:18:30,EQUIP,HEAVY-3,2000/2000/2000/2000,XEXO,57,IOP X3外骨格,★★★★
2021-01-08 22:18:47,EQUIP,HEAVY-3,2000/2000/2000/2000,FAIRY,25,双子妖精,★
2021-01-08 22:18:47,EQUIP,HEAVY-3,2000/2000/2000/2000,FAIRY,15,指揮妖精,★
2021-01-08 22:22:13,EQUIP,HEAVY-2,2000/2000/2000/2000,FAIRY,15,指揮妖精,★
2021-01-08 22:22:22,GUN,NORMAL,130/130/130/30,HG,90,FF FNP9,★★
2021-01-08 22:22:22,GUN,NORMAL,130/130/130/30,HG,8,マカロフ,★★★
2021-01-08 22:22:22,GUN,NORMAL,130/130/130/30,HG,2,M1911,★★
